Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag
O1630,B2,S29,Machinery,270,2023-09-13,2023-09-17,2023-09-24,Sea,22990.1,0,None,None,2,0.7,Org8,0,97,1,9,0.0534,1.63,234.57,0
O1631,B35,S9,Electronics,404,2023-07-02,2023-07-04,2023-07-06,Rail,31697.24,0,None,None,18,0.81,Org16,0,333,1,8,0.0229,3.82,206.45,0
O1632,B24,S21,Textiles,964,2023-04-27,2023-04-30,2023-05-08,Sea,12794.99,0,None,None,1,0.9,Org20,1,904,1,9,0.3977,4.13,102.38,0
O1633,B8,S9,Food,235,2023-10-09,2023-10-10,2023-10-18,Air,35420.31,0,None,None,19,0.65,Org4,0,405,1,4,0.1367,1.76,67.5,0
O1634,B20,S16,Electronics,993,2023-07-15,2023-07-17,2023-07-23,Road,21666.27,5,Customs,Low,9,0.98,Org19,0,799,1,6,0.1769,2.16,376.04,1
O1635,B21,S10,Electronics,133,2023-02-03,2023-02-06,2023-02-08,Rail,22406.0,0,None,None,1,0.77,Org8,1,413,1,5,0.0414,0.85,340.31,0
O1636,B34,S16,Electronics,984,2023-02-21,2023-02-24,2023-02-25,Sea,32641.46,0,None,None,1,0.81,Org4,0,91,1,5,0.098,3.71,177.06,0
O1637,B40,S16,Machinery,47,2023-04-22,2023-04-23,2023-04-27,Air,46845.89,0,None,None,16,0.84,Org16,1,650,0,4,0.3851,0.52,183.02,0
O1638,B6,S11,Textiles,337,2023-09-09,2023-09-12,2023-09-15,Road,3668.31,2,Weather,Low,15,0.83,Org7,0,295,1,2,0.2518,0.71,475.25,1
O1639,B14,S7,Machinery,260,2023-03-23,2023-03-26,2023-03-31,Road,41324.79,3,Weather,High,15,0.76,Org18,0,391,1,6,0.4415,0.52,494.45,1
O1640,B1,S18,Textiles,910,2023-08-20,2023-08-22,2023-09-09,Rail,14972.96,10,Shortage,Low,13,0.71,Org8,0,874,1,9,0.2046,3.4,263.05,1
O1641,B31,S13,Machinery,185,2023-08-15,2023-08-17,2023-08-31,Rail,22474.01,5,Strike,Low,6,0.53,Org12,1,801,1,1,0.1417,2.38,411.1,1
O1642,B37,S28,Machinery,611,2023-08-21,2023-08-25,2023-08-30,Rail,1584.71,1,Shortage,High,10,0.51,Org16,0,279,1,7,0.1803,1.84,381.51,1
O1643,B28,S23,Food,923,2023-08-09,2023-08-13,2023-08-18,Air,15401.78,0,None,None,0,0.68,Org2,0,301,1,6,0.3593,4.61,183.79,0
O1644,B10,S23,Machinery,463,2023-02-11,2023-02-15,2023-02-19,Air,25380.25,0,None,None,10,0.67,Org19,1,462,1,3,0.282,1.37,76.35,0
O1645,B28,S11,Pharma,46,2023-01-21,2023-01-25,2023-01-31,Rail,3280.72,1,Customs,Medium,3,0.69,Org14,0,724,1,1,0.4531,2.25,114.15,1
O1646,B17,S28,Food,325,2023-02-11,2023-02-13,2023-02-21,Sea,24809.24,0,None,None,6,0.57,Org13,0,33,1,4,0.3051,4.73,427.23,0
O1647,B34,S29,Machinery,697,2023-04-23,2023-04-24,2023-04-27,Road,46391.98,0,None,None,14,0.87,Org1,0,965,1,9,0.2516,2.42,379.05,0
O1648,B50,S17,Electronics,982,2023-04-15,2023-04-17,2023-04-26,Road,5716.96,3,Customs,Low,17,0.93,Org14,1,872,1,2,0.395,3.0,348.95,1
O1649,B19,S8,Pharma,805,2023-07-11,2023-07-14,2023-07-16,Air,38339.82,0,None,None,11,0.97,Org18,0,320,1,3,0.4743,0.86,108.79,0
O1650,B3,S20,Pharma,974,2023-01-17,2023-01-20,2023-01-25,Road,20778.72,0,None,None,16,0.75,Org19,0,470,1,2,0.1844,4.06,337.97,0
O1651,B21,S28,Pharma,982,2023-04-30,2023-05-01,2023-05-10,Sea,32931.1,2,Shortage,Low,0,0.85,Org16,0,217,1,2,0.1324,2.4,397.47,1
O1652,B33,S1,Food,602,2023-05-09,2023-05-13,2023-05-23,Road,13381.71,2,Customs,Low,10,0.93,Org3,0,801,1,10,0.3119,4.1,437.27,1
O1653,B16,S26,Machinery,123,2023-05-10,2023-05-12,2023-05-15,Air,8394.87,1,Weather,Medium,0,0.71,Org5,1,726,1,8,0.2544,1.64,55.95,1
O1654,B20,S7,Machinery,49,2023-03-01,2023-03-04,2023-03-06,Air,8442.9,0,None,None,14,0.65,Org6,1,673,0,3,0.4947,2.4,358.01,0
O1655,B16,S11,Electronics,310,2023-02-17,2023-02-19,2023-02-22,Sea,3989.35,0,None,None,9,0.97,Org3,1,447,1,7,0.2366,4.04,58.59,0
O1656,B29,S28,Electronics,233,2023-01-29,2023-02-02,2023-02-03,Sea,9689.51,0,None,None,6,0.76,Org19,1,547,1,8,0.0464,4.88,368.09,0
O1657,B4,S20,Pharma,327,2023-04-07,2023-04-10,2023-04-19,Road,33378.86,7,Strike,Low,1,0.75,Org12,0,715,1,3,0.4889,0.77,336.03,1
O1658,B47,S12,Electronics,358,2023-01-10,2023-01-12,2023-01-17,Road,44143.69,0,None,None,9,0.59,Org18,0,345,1,2,0.4234,4.16,116.76,0
O1659,B21,S15,Food,124,2023-08-30,2023-09-03,2023-09-09,Air,40799.22,1,Customs,Low,3,0.55,Org11,1,431,1,8,0.0973,1.85,394.75,1
O1660,B48,S12,Machinery,707,2023-11-10,2023-11-11,2023-11-14,Sea,34414.15,1,Shortage,Low,11,0.92,Org9,0,759,1,3,0.4533,2.98,80.76,1
O1661,B30,S18,Pharma,332,2023-08-20,2023-08-21,2023-08-28,Sea,5966.38,5,Strike,Low,18,0.81,Org20,0,330,1,7,0.1769,1.81,421.88,1
O1662,B13,S21,Electronics,577,2023-10-04,2023-10-08,2023-10-11,Sea,14814.78,2,Shortage,High,10,0.66,Org2,1,506,1,1,0.1948,3.26,167.87,1
O1663,B34,S12,Food,49,2023-10-11,2023-10-13,2023-10-19,Road,15835.44,0,None,None,7,0.6,Org8,0,596,1,6,0.4541,2.09,359.98,0
O1664,B7,S26,Food,875,2023-07-22,2023-07-24,2023-07-31,Sea,12872.87,0,None,None,17,0.78,Org14,1,956,1,9,0.2698,2.0,465.66,0
O1665,B36,S25,Electronics,49,2023-09-04,2023-09-05,2023-09-17,Air,25992.78,3,Strike,High,10,0.79,Org2,0,172,1,3,0.0775,0.67,202.92,1
O1666,B44,S6,Machinery,868,2023-10-17,2023-10-18,2023-10-29,Air,27009.91,2,Customs,High,10,0.6,Org1,0,820,1,7,0.1908,1.16,276.3,1
O1667,B5,S2,Electronics,982,2023-09-21,2023-09-24,2023-10-01,Road,18165.86,5,Customs,Medium,12,0.93,Org17,0,550,1,6,0.3638,4.63,258.4,1
O1668,B12,S13,Pharma,758,2023-08-02,2023-08-04,2023-08-16,Rail,18012.56,10,Weather,High,2,0.54,Org16,0,174,1,8,0.0954,4.99,120.93,1
O1669,B8,S27,Electronics,298,2023-07-19,2023-07-23,2023-08-11,Road,41513.5,10,Shortage,High,11,0.68,Org6,1,858,1,3,0.2992,4.01,315.64,1
O1670,B11,S16,Food,271,2023-03-20,2023-03-21,2023-03-27,Rail,39570.0,0,None,None,2,0.84,Org18,0,707,1,3,0.3507,1.79,384.35,0
O1671,B25,S23,Electronics,225,2023-12-09,2023-12-11,2023-12-14,Sea,15735.89,0,None,None,9,0.64,Org3,0,575,1,4,0.1785,2.31,462.59,0
O1672,B41,S1,Machinery,156,2023-12-10,2023-12-12,2023-12-21,Road,45732.53,0,None,None,16,0.91,Org8,0,304,1,3,0.35,3.83,432.86,0
O1673,B12,S17,Textiles,345,2023-06-22,2023-06-26,2023-06-30,Air,47664.34,0,None,None,1,0.87,Org11,0,51,1,9,0.4433,4.86,279.51,0
O1674,B40,S16,Electronics,177,2023-03-10,2023-03-12,2023-03-14,Sea,16673.76,0,None,None,16,0.89,Org2,0,933,1,4,0.2413,2.55,373.56,0
O1675,B25,S18,Machinery,101,2023-03-28,2023-03-31,2023-04-07,Air,18044.03,3,Strike,Medium,15,0.56,Org16,1,294,1,6,0.1976,4.23,410.35,1
O1676,B5,S15,Machinery,362,2023-04-11,2023-04-15,2023-04-23,Sea,25528.89,0,None,None,1,0.57,Org5,0,948,1,8,0.1331,4.89,272.07,0
O1677,B41,S4,Food,580,2023-01-08,2023-01-10,2023-01-13,Road,47085.48,0,None,None,19,0.64,Org20,1,396,0,8,0.3061,4.43,101.94,0
O1678,B13,S4,Machinery,580,2023-11-29,2023-12-01,2023-12-10,Rail,43877.81,5,Shortage,High,5,0.76,Org9,1,147,1,5,0.4411,1.52,247.07,1
O1679,B40,S8,Machinery,825,2023-07-19,2023-07-22,2023-07-25,Sea,5577.11,2,Shortage,Low,9,0.87,Org8,0,196,1,5,0.1691,0.54,429.12,1
O1680,B11,S14,Machinery,690,2023-03-28,2023-03-30,2023-04-08,Rail,19940.17,0,None,None,9,0.92,Org4,0,919,0,6,0.2042,2.71,318.49,0
O1681,B46,S17,Machinery,790,2023-02-12,2023-02-16,2023-02-25,Sea,27891.87,0,None,None,7,0.85,Org5,1,725,0,10,0.2092,2.89,376.01,0
O1682,B20,S12,Pharma,372,2023-04-19,2023-04-22,2023-04-25,Air,25405.06,0,None,None,0,0.96,Org1,0,440,1,7,0.2848,1.41,133.37,0
O1683,B12,S7,Pharma,566,2023-06-01,2023-06-04,2023-06-11,Air,10096.22,0,None,None,12,0.87,Org16,0,563,1,10,0.1219,1.78,483.95,0
O1684,B15,S26,Food,354,2023-01-17,2023-01-20,2023-01-27,Sea,43011.43,2,Shortage,Low,8,0.65,Org13,0,871,1,7,0.4129,3.94,231.84,1
O1685,B43,S20,Electronics,702,2023-05-13,2023-05-17,2023-05-27,Rail,34008.57,1,Weather,Low,9,0.63,Org14,1,425,1,4,0.1548,2.62,344.14,1
O1686,B13,S26,Machinery,179,2023-05-28,2023-05-31,2023-06-09,Road,41976.46,0,None,None,14,0.85,Org17,1,809,1,6,0.3556,1.93,58.49,0
O1687,B30,S21,Electronics,365,2023-10-04,2023-10-05,2023-10-15,Road,43008.83,1,Strike,Low,4,0.6,Org14,1,435,1,7,0.2615,3.3,107.29,1
O1688,B26,S3,Electronics,200,2023-08-20,2023-08-24,2023-09-02,Air,37543.61,5,Weather,High,15,0.55,Org14,0,425,1,5,0.2971,3.44,401.92,1
O1689,B39,S6,Food,676,2023-11-10,2023-11-11,2023-11-19,Road,22240.92,0,None,None,12,0.77,Org20,0,35,1,5,0.098,3.96,485.59,0
O1690,B29,S23,Machinery,431,2023-08-16,2023-08-18,2023-08-30,Air,30722.06,5,Customs,Medium,19,0.91,Org15,0,380,1,2,0.3702,1.21,194.02,1
O1691,B24,S11,Machinery,709,2023-05-19,2023-05-20,2023-05-26,Road,8438.09,0,None,None,17,0.55,Org11,0,394,1,7,0.1024,3.84,66.73,0
O1692,B30,S11,Textiles,16,2023-07-30,2023-08-03,2023-08-04,Sea,33845.45,0,None,None,10,0.9,Org2,0,65,1,6,0.0656,3.2,212.39,0
O1693,B12,S12,Electronics,142,2023-01-28,2023-01-30,2023-02-09,Air,9373.04,5,Customs,Medium,8,0.91,Org3,1,262,1,1,0.2779,0.76,57.86,1
O1694,B19,S10,Electronics,756,2023-02-20,2023-02-22,2023-03-02,Air,34850.5,0,None,None,15,0.74,Org1,1,643,0,4,0.3576,4.0,136.57,0
O1695,B37,S24,Pharma,566,2023-09-18,2023-09-20,2023-09-23,Sea,11865.11,0,None,None,1,0.53,Org1,0,115,1,3,0.0345,2.22,388.61,0
O1696,B4,S1,Textiles,835,2023-09-18,2023-09-22,2023-09-30,Air,6318.79,1,Customs,Low,1,0.59,Org16,0,139,1,3,0.044,1.99,471.69,1
O1697,B2,S1,Pharma,770,2023-12-16,2023-12-18,2023-12-19,Road,8681.58,0,None,None,11,0.85,Org20,0,858,1,7,0.4033,2.52,89.35,0
O1698,B43,S7,Pharma,40,2023-12-18,2023-12-20,2023-12-24,Road,598.61,0,None,None,7,0.86,Org7,0,679,1,10,0.4064,2.06,301.06,0
O1699,B25,S5,Pharma,544,2023-01-08,2023-01-10,2023-01-11,Air,36077.61,0,None,None,8,0.95,Org4,1,385,1,4,0.1302,2.02,164.25,0
O1700,B29,S23,Food,435,2023-11-16,2023-11-18,2023-11-22,Road,36753.85,0,None,None,11,0.79,Org14,1,752,1,8,0.3115,4.14,112.58,0
O1701,B25,S9,Food,403,2023-05-18,2023-05-20,2023-05-26,Rail,25989.2,3,Weather,Low,8,0.56,Org16,0,976,1,9,0.2272,1.06,148.54,1
O1702,B18,S4,Pharma,681,2023-02-07,2023-02-09,2023-02-28,Air,8487.46,10,Customs,Low,9,0.56,Org18,0,317,1,3,0.32,4.87,309.99,1
O1703,B19,S22,Textiles,372,2023-04-21,2023-04-23,2023-05-02,Sea,4635.94,1,Weather,High,1,0.86,Org3,0,100,1,5,0.4328,3.0,79.31,1
O1704,B32,S25,Electronics,446,2023-08-08,2023-08-12,2023-08-16,Rail,1446.88,2,Weather,Medium,15,0.59,Org20,0,402,1,4,0.0491,1.32,245.4,1
O1705,B30,S27,Textiles,679,2023-12-03,2023-12-06,2023-12-13,Air,8704.53,0,None,None,19,0.66,Org17,0,543,0,10,0.3912,1.09,110.85,0
O1706,B19,S24,Machinery,560,2023-08-11,2023-08-15,2023-08-23,Sea,44597.35,5,Strike,Medium,6,0.74,Org11,0,811,1,6,0.2516,3.16,172.7,1
O1707,B40,S4,Food,936,2023-05-16,2023-05-20,2023-05-25,Road,12456.07,0,None,None,1,0.51,Org18,0,119,1,10,0.2864,3.35,135.84,0
O1708,B16,S10,Electronics,91,2023-09-13,2023-09-14,2023-09-27,Sea,18036.43,7,Weather,Low,0,0.62,Org3,1,570,1,4,0.3304,0.74,447.34,1
O1709,B7,S5,Electronics,365,2023-12-26,2023-12-29,2024-01-04,Rail,5714.6,0,None,None,18,0.7,Org14,0,650,1,8,0.4621,1.59,368.61,0
O1710,B9,S4,Machinery,267,2023-11-25,2023-11-29,2023-12-14,Road,11506.88,10,Customs,High,3,0.64,Org5,0,594,1,3,0.0378,4.08,440.81,1
O1711,B23,S25,Machinery,727,2023-02-18,2023-02-20,2023-02-27,Air,26201.62,0,None,None,1,0.57,Org2,0,349,1,5,0.0244,0.72,222.56,0
O1712,B29,S3,Pharma,598,2023-10-19,2023-10-23,2023-10-25,Road,30583.76,0,None,None,13,0.86,Org2,0,574,1,1,0.0973,4.35,191.04,0
O1713,B27,S8,Food,998,2023-11-20,2023-11-22,2023-11-24,Air,12644.94,0,None,None,1,0.91,Org18,0,988,1,6,0.4934,3.46,221.26,0
O1714,B23,S11,Food,533,2023-03-19,2023-03-22,2023-03-31,Air,3357.74,0,None,None,14,0.63,Org14,0,365,0,5,0.3604,2.45,58.35,0
O1715,B22,S2,Textiles,304,2023-04-15,2023-04-19,2023-04-21,Sea,19856.13,0,None,None,11,0.89,Org20,0,901,1,8,0.3112,2.06,376.12,0
O1716,B46,S2,Pharma,971,2023-06-18,2023-06-19,2023-06-21,Sea,12093.07,0,None,None,4,0.69,Org18,0,177,1,9,0.033,0.59,207.4,0
O1717,B16,S23,Pharma,233,2023-08-05,2023-08-08,2023-08-13,Sea,11367.92,0,None,None,19,0.75,Org13,1,566,1,8,0.4408,4.21,191.0,0
O1718,B4,S9,Pharma,534,2023-04-29,2023-05-01,2023-05-15,Rail,48013.21,7,Customs,Low,6,0.93,Org10,0,461,1,8,0.4083,1.14,319.16,1
O1719,B46,S17,Pharma,55,2023-07-09,2023-07-13,2023-07-21,Rail,31006.87,5,Weather,High,9,0.87,Org6,1,914,1,3,0.3358,1.89,246.31,1
O1720,B4,S1,Food,676,2023-09-12,2023-09-13,2023-09-23,Sea,28065.48,2,Strike,High,13,0.9,Org4,0,114,1,4,0.1762,3.06,491.38,1
O1721,B22,S22,Food,122,2023-09-23,2023-09-26,2023-10-01,Rail,21080.87,0,None,None,13,0.57,Org11,0,159,1,4,0.0445,1.61,210.31,0
O1722,B48,S27,Pharma,242,2023-05-29,2023-05-30,2023-06-06,Road,21732.74,0,None,None,4,0.53,Org18,0,155,1,5,0.2942,2.74,326.25,0
O1723,B47,S9,Textiles,26,2023-06-13,2023-06-16,2023-06-26,Road,27274.8,1,Shortage,Low,17,0.95,Org17,0,725,1,9,0.3627,4.14,190.24,1
O1724,B14,S5,Electronics,369,2023-05-20,2023-05-24,2023-05-28,Rail,34973.28,0,None,None,13,0.69,Org2,1,883,1,9,0.0562,2.62,495.77,0
O1725,B36,S29,Electronics,232,2023-12-13,2023-12-16,2023-12-28,Rail,35256.23,7,Strike,Low,1,0.64,Org20,1,308,1,10,0.3205,4.77,250.3,1
O1726,B3,S5,Textiles,875,2023-09-15,2023-09-18,2023-09-21,Road,8998.85,1,Weather,High,11,0.86,Org10,1,176,1,1,0.1503,4.31,335.36,1
O1727,B27,S2,Pharma,709,2023-09-26,2023-09-27,2023-10-05,Air,25255.58,2,Weather,Low,5,0.92,Org8,1,722,1,8,0.3845,2.0,107.02,1
O1728,B42,S19,Food,457,2023-06-30,2023-07-03,2023-07-09,Road,20891.93,3,Customs,Low,3,0.93,Org1,0,655,1,1,0.2744,2.3,379.86,1
O1729,B30,S30,Electronics,865,2023-06-09,2023-06-13,2023-06-15,Road,43591.08,0,None,None,12,0.66,Org8,0,732,1,2,0.0732,2.4,171.14,0
O1730,B5,S1,Machinery,374,2023-12-17,2023-12-20,2023-12-23,Rail,31755.24,0,None,None,3,0.93,Org3,0,57,1,7,0.268,3.32,251.88,0
O1731,B34,S3,Machinery,684,2023-10-15,2023-10-18,2023-10-19,Road,26858.95,0,None,None,13,0.52,Org19,1,647,1,8,0.2039,1.79,447.41,0
O1732,B23,S28,Textiles,335,2023-10-15,2023-10-16,2023-10-22,Rail,6212.03,1,Customs,Low,15,0.52,Org9,1,248,1,1,0.0984,4.86,486.75,1
O1733,B12,S13,Pharma,476,2023-08-14,2023-08-17,2023-08-20,Rail,30479.08,0,None,None,3,0.81,Org16,0,16,1,3,0.4223,3.24,241.06,0
O1734,B45,S3,Electronics,423,2023-01-11,2023-01-15,2023-01-17,Sea,6301.59,0,None,None,0,0.53,Org11,1,473,1,7,0.0154,2.3,425.66,0
O1735,B22,S22,Pharma,464,2023-01-10,2023-01-12,2023-01-20,Road,17191.73,0,None,None,12,0.66,Org18,0,462,1,9,0.1629,3.4,74.01,0
O1736,B18,S26,Electronics,595,2023-09-28,2023-10-02,2023-10-12,Air,7570.68,7,Weather,Medium,3,0.84,Org11,0,793,0,8,0.0162,2.28,431.41,1
O1737,B31,S25,Textiles,242,2023-09-30,2023-10-04,2023-10-13,Sea,34757.65,3,Weather,Medium,19,0.67,Org12,0,906,1,8,0.057,4.18,333.28,1
O1738,B8,S11,Textiles,233,2023-07-02,2023-07-03,2023-07-08,Rail,10709.48,3,Strike,High,17,0.59,Org7,0,380,1,9,0.1556,3.06,269.92,1
O1739,B36,S28,Machinery,840,2023-06-02,2023-06-04,2023-06-10,Rail,19897.04,0,None,None,5,0.64,Org11,1,558,1,10,0.0366,0.69,450.48,0
O1740,B3,S14,Pharma,421,2023-11-11,2023-11-12,2023-11-21,Air,44835.9,0,None,None,2,0.73,Org17,0,496,1,3,0.3023,1.3,430.4,0
O1741,B49,S4,Machinery,581,2023-11-30,2023-12-03,2023-12-17,Rail,10613.66,7,Weather,High,12,0.74,Org10,0,220,1,8,0.0526,4.39,183.63,1
O1742,B6,S11,Pharma,344,2023-05-04,2023-05-06,2023-05-14,Road,25636.35,2,Strike,Low,15,0.89,Org17,0,174,1,1,0.3538,3.03,406.17,1
O1743,B36,S6,Machinery,231,2023-04-24,2023-04-27,2023-05-04,Sea,21253.95,0,None,None,4,0.88,Org6,0,134,1,8,0.0358,4.78,94.77,0
O1744,B38,S16,Food,46,2023-10-05,2023-10-07,2023-10-10,Rail,1397.14,0,None,None,3,0.73,Org11,0,346,1,7,0.0391,0.83,420.24,0
O1745,B18,S26,Food,998,2023-08-01,2023-08-05,2023-08-08,Rail,39741.53,0,None,None,7,0.92,Org9,0,201,0,8,0.1596,1.83,353.96,0
O1746,B43,S17,Food,287,2023-06-21,2023-06-22,2023-07-04,Air,3917.77,3,Customs,Low,18,0.56,Org6,0,739,1,1,0.4493,1.37,89.54,1
O1747,B13,S5,Food,205,2023-10-15,2023-10-16,2023-10-18,Road,23975.62,0,None,None,13,0.63,Org17,0,223,1,6,0.3243,2.99,357.39,0
O1748,B20,S16,Electronics,925,2023-06-23,2023-06-24,2023-07-03,Rail,28253.58,0,None,None,6,0.91,Org3,0,583,1,7,0.3874,2.22,311.23,0
O1749,B4,S25,Food,873,2023-04-23,2023-04-25,2023-04-28,Air,31607.11,0,None,None,13,0.69,Org10,1,337,1,5,0.0794,1.21,317.55,0
O1750,B12,S15,Textiles,493,2023-05-02,2023-05-05,2023-05-18,Rail,34587.27,7,Customs,Medium,5,0.99,Org18,0,966,1,5,0.4187,3.39,180.89,1
O1751,B3,S16,Textiles,251,2023-02-01,2023-02-02,2023-02-10,Air,13036.98,0,None,None,11,0.73,Org10,0,390,1,7,0.014,2.91,169.92,0
O1752,B41,S17,Electronics,333,2023-08-10,2023-08-11,2023-08-12,Air,993.95,0,None,None,15,0.9,Org8,0,682,1,3,0.1144,1.74,393.14,0
O1753,B18,S14,Food,740,2023-04-29,2023-04-30,2023-05-06,Road,36310.46,0,None,None,16,0.7,Org11,0,587,1,6,0.3119,2.66,165.57,0
O1754,B12,S6,Food,201,2023-02-08,2023-02-09,2023-02-15,Rail,27015.0,1,Shortage,Medium,12,0.71,Org12,0,807,1,7,0.1939,3.86,250.82,1
O1755,B39,S4,Food,26,2023-09-25,2023-09-29,2023-10-15,Road,41887.83,10,Shortage,High,13,0.69,Org15,1,248,1,1,0.4923,1.42,362.66,1
O1756,B18,S4,Machinery,533,2023-08-21,2023-08-22,2023-08-29,Air,41158.72,0,None,None,6,0.86,Org5,1,541,1,2,0.0249,1.82,85.83,0
O1757,B29,S17,Pharma,927,2023-01-18,2023-01-22,2023-01-29,Sea,42244.65,5,Customs,Low,13,0.77,Org19,1,709,1,4,0.4993,2.06,317.55,1
O1758,B22,S5,Machinery,410,2023-05-29,2023-06-01,2023-06-10,Rail,24512.19,3,Customs,Medium,14,0.97,Org2,0,91,1,8,0.3156,3.86,315.22,1
O1759,B20,S14,Pharma,915,2023-05-29,2023-06-02,2023-06-12,Sea,17014.61,5,Customs,Low,11,0.63,Org14,0,372,0,10,0.2838,4.31,357.9,1
O1760,B25,S7,Food,895,2023-05-06,2023-05-09,2023-05-18,Rail,39682.13,0,None,None,16,0.55,Org11,1,514,1,6,0.0392,2.19,216.47,0
O1761,B47,S10,Food,714,2023-10-29,2023-11-01,2023-11-03,Road,22839.06,0,None,None,8,0.7,Org4,0,211,0,1,0.1439,1.83,252.04,0
O1762,B4,S10,Machinery,31,2023-12-26,2023-12-30,2023-12-31,Road,9580.39,0,None,None,14,0.81,Org11,0,929,1,10,0.4631,4.5,198.49,0
O1763,B26,S17,Machinery,483,2023-08-26,2023-08-30,2023-09-02,Road,42821.21,0,None,None,11,0.93,Org5,1,513,1,5,0.1836,5.0,413.68,0
O1764,B43,S27,Pharma,129,2023-05-15,2023-05-17,2023-05-25,Road,44186.71,2,Strike,Medium,1,0.67,Org8,0,653,0,7,0.3342,3.52,108.77,1
O1765,B11,S9,Textiles,219,2023-05-31,2023-06-01,2023-06-02,Road,23582.33,0,None,None,4,0.83,Org17,0,46,1,6,0.4998,4.95,483.33,0
O1766,B35,S19,Pharma,315,2023-08-24,2023-08-25,2023-09-12,Sea,4247.14,10,Strike,Low,12,0.68,Org6,0,653,0,9,0.1389,3.47,335.68,1
O1767,B47,S24,Machinery,279,2023-08-12,2023-08-16,2023-08-19,Road,19697.39,0,None,None,19,0.81,Org20,0,598,1,8,0.2923,3.8,449.11,0
O1768,B15,S22,Machinery,713,2023-07-22,2023-07-25,2023-08-03,Air,40275.11,1,Strike,Low,7,0.94,Org13,0,610,1,4,0.3513,2.25,241.8,1
O1769,B38,S19,Electronics,696,2023-09-13,2023-09-15,2023-09-19,Air,45137.81,2,Customs,Low,13,0.62,Org1,0,982,1,5,0.0907,2.45,199.53,1
O1770,B21,S9,Machinery,294,2023-03-27,2023-03-29,2023-04-07,Sea,10571.9,3,Weather,Medium,14,0.7,Org14,0,411,1,7,0.0828,1.15,455.33,1
O1771,B41,S8,Electronics,725,2023-05-30,2023-06-02,2023-06-06,Rail,3815.19,1,Shortage,Low,10,1.0,Org10,0,774,0,8,0.2336,4.2,94.49,1
O1772,B47,S29,Textiles,685,2023-08-23,2023-08-26,2023-08-31,Air,43928.85,1,Customs,Medium,0,0.93,Org12,0,865,1,5,0.199,4.69,102.7,1
O1773,B42,S17,Pharma,772,2023-12-11,2023-12-12,2023-12-18,Rail,19775.54,0,None,None,2,0.78,Org11,1,715,0,9,0.36,3.31,184.71,0
O1774,B3,S29,Pharma,236,2023-01-22,2023-01-24,2023-01-30,Sea,27317.17,0,None,None,16,0.76,Org5,0,185,1,10,0.0441,2.05,481.9,0
O1775,B23,S4,Electronics,957,2023-12-14,2023-12-16,2023-12-19,Rail,48419.26,0,None,None,18,0.64,Org5,0,554,0,4,0.4864,1.19,334.88,0
O1776,B9,S4,Pharma,390,2023-10-12,2023-10-13,2023-10-18,Rail,3794.95,1,Weather,High,13,0.76,Org8,0,579,1,4,0.017,1.69,299.39,1
O1777,B18,S10,Machinery,469,2023-09-26,2023-09-29,2023-10-02,Rail,32591.74,2,Weather,Medium,7,0.92,Org6,1,476,1,8,0.3046,1.65,367.41,1
O1778,B40,S2,Food,16,2023-09-15,2023-09-19,2023-09-28,Rail,4168.22,3,Strike,Low,12,0.84,Org2,0,210,1,1,0.2857,3.26,237.86,1
O1779,B37,S29,Electronics,38,2023-01-29,2023-01-30,2023-02-05,Sea,19085.71,0,None,None,19,0.65,Org18,0,549,1,8,0.076,4.75,391.13,0
O1780,B45,S20,Pharma,916,2023-08-01,2023-08-05,2023-08-11,Air,40288.82,0,None,None,2,0.6,Org20,0,556,1,5,0.0839,0.72,226.95,0
O1781,B21,S28,Electronics,42,2023-10-10,2023-10-12,2023-10-15,Road,21956.88,0,None,None,4,0.63,Org8,1,646,0,1,0.3984,0.5,421.86,0
O1782,B7,S25,Electronics,655,2023-02-19,2023-02-21,2023-03-01,Rail,49860.53,2,Shortage,Low,8,0.58,Org14,0,403,0,4,0.4449,3.2,170.28,1
O1783,B48,S27,Food,888,2023-04-05,2023-04-06,2023-04-10,Air,28173.43,1,Weather,Low,5,0.55,Org6,0,842,1,2,0.1487,1.78,174.9,1
O1784,B16,S26,Machinery,88,2023-03-29,2023-03-31,2023-04-08,Air,16397.53,0,None,None,1,0.71,Org10,0,51,1,4,0.2246,4.46,285.07,0
O1785,B9,S11,Electronics,937,2023-02-13,2023-02-16,2023-02-19,Sea,11395.51,0,None,None,12,0.56,Org3,0,606,1,8,0.1839,1.97,243.84,0
O1786,B5,S25,Pharma,956,2023-10-05,2023-10-09,2023-10-16,Air,17850.77,0,None,None,4,0.59,Org16,1,402,0,5,0.0455,1.8,341.65,0
O1787,B5,S12,Textiles,468,2023-06-20,2023-06-24,2023-07-03,Sea,18940.4,0,None,None,7,0.77,Org13,1,709,1,1,0.3399,1.71,213.93,0
O1788,B42,S29,Electronics,579,2023-07-08,2023-07-11,2023-07-16,Rail,3901.33,3,Shortage,Medium,0,0.58,Org5,0,632,1,7,0.4143,1.15,153.75,1
